6.5126,4.2246,2.2946,-0.6574
2.6526,1.4646,0.7646,-0.2974
4.8026,11.6146,7.6846,-1.6974
7.2626,12.6246,11.5146,4.4326
2.6826,7.1546,9.8446,1.9126
-0.1574,1.6846,0.8446,-3.2074
3.7126,2.6146,5.3746,-0.1374
-4.9274,-4.2854,-5.4354,-1.6574
4.3226,2.6246,5.9846,-2.1574
2.3726,2.5646,4.2546,-3.7274
-1.5374,-0.8254,2.4446,3.9826
1.3026,0.3646,5.1846,3.8026
-4.2074,-3.0254,-4.5654,-5.0874
10.8126,3.8246,8.6246,11.6726
-0.6574,15.1846,16.4146,-11.3874
0.9626,7.7946,3.2146,-3.2674
-2.7274,-1.6754,-3.3354,0.1226
0.9826,-3.7754,-6.2354,-0.8474
0.1726,0.4546,-0.9854,-4.0674
-2.4274,-4.1554,-5.2254,6.1126
3.6726,2.8746,3.1946,12.5526
-2.5274,-2.8254,-4.2254,2.7526
1.0426,1.1146,1.7646,-7.1874
0.8426,1.9646,3.2546,4.8026
3.9526,7.9546,7.8146,1.8626
1.4026,4.4646,5.9746,-2.3374
0.7526,7.6446,9.2946,0.0126
-0.0674,-0.0454,-1.1754,15.5826
2.1426,3.0146,4.7146,5.4526
-3.2174,-2.7954,-1.9754,6.9726
2.7026,2.3846,3.9646,-0.0074
0.1526,1.2446,2.0246,0.5726
-0.5074,1.6346,1.4546,9.0826
3.5526,3.0946,6.1146,5.4726
-0.2674,2.3546,4.5446,-3.0374
1.2226,3.1046,3.8446,-0.4674
-2.0474,-2.4954,-4.1654,0.6226
1.4726,1.3246,1.6846,5.3626
2.7126,4.0646,4.4446,-3.7374
-2.7474,-0.3654,-2.0654,-5.2874
-4.9174,-4.8954,-6.9554,-0.3174
0.5426,-0.3454,-0.8354,-1.0074
0.4826,0.3246,-2.8254,8.6526
-3.1274,-2.1754,-4.4354,6.6126
2.6926,1.0546,1.7146,-2.1074
3.9726,3.1846,3.6446,-3.3874
-2.3474,-0.0054,2.1546,3.0826
1.3126,-2.1154,1.6246,1.5626
-4.0774,-4.5654,-4.0554,4.4226
0.8926,-0.7754,0.9646,2.4526
1.8126,2.5446,0.7446,-3.6374
3.6226,3.0746,3.4646,-4.7974
2.2426,1.0546,2.3746,8.1926
2.1426,2.1646,2.9346,1.0426
3.0326,2.7546,1.8646,6.4326
2.7826,4.1246,8.3746,0.4726
3.7626,5.4946,8.6546,-3.4974
0.6126,3.1646,2.7846,-3.0674
3.3726,2.2746,3.3846,-0.2074
-1.4574,-3.5754,-5.2254,-1.5174
3.9726,1.1846,2.5346,1.3526
1.1126,1.0146,1.7646,8.7726
2.2826,2.9746,0.8646,1.2826
1.3126,1.9446,3.5146,-4.6674
0.7126,2.3746,2.2046,-0.1274
2.1126,4.2546,9.4646,9.7526
2.3726,6.7046,7.9146,-3.4474
-1.1474,-1.0954,-6.4054,2.8626
-5.9274,-6.6954,-13.1354,-8.0474
2.7726,4.2946,6.1346,0.1626
5.0426,2.3946,5.5746,6.0626
0.8726,-0.7754,-2.7854,5.5126
6.2526,4.0946,0.5646,6.1626
-1.6474,0.7046,0.6146,-4.7074
5.0226,5.0246,5.2046,1.4526
-0.5074,2.0946,-6.1254,5.0726
-4.9974,-3.2854,-5.2054,-1.6474
4.0626,-2.2254,-1.0654,-2.8174
6.8226,6.4046,9.0346,-2.6874
4.0626,4.4646,5.8046,1.0326
7.3526,5.2446,8.4646,5.8326
-4.1474,3.2346,3.4046,-8.2874
5.3826,8.2546,9.4146,4.6526
-3.7874,-2.1454,-5.1254,-2.7474
2.9626,-1.4054,-2.0854,1.2926
1.3926,-0.4154,-1.0254,4.4726
0.1726,0.5546,-0.9454,-1.6974
7.0226,5.7846,5.7246,5.6526
4.7426,4.6546,5.8946,3.2426
0.7526,3.5246,2.1046,-2.5674
-3.0774,-4.0954,-5.6954,3.2126
3.1826,-2.2054,0.9946,-1.0774
-2.4674,-6.4254,-5.3054,2.6226
-16.0574,-18.8954,-22.6454,6.8626
6.2026,1.0146,8.0546,-0.9974
7.0426,3.0946,1.7346,-3.6174
6.0026,6.4846,9.6946,-2.0874
6.1326,-0.0154,8.7946,1.3926
3.4426,7.0946,8.3046,-3.1674
-4.1374,-5.1654,-5.2154,1.4926
3.4726,-3.4654,2.9246,-3.0574
4.2926,9.1946,8.6646,8.0126
-2.5274,2.6746,-0.0154,-9.1174
4.7626,2.6146,6.2346,3.1626
-3.5174,0.2746,0.2346,-5.2074
-1.3974,-2.0754,-1.8054,2.9626
-2.8074,-3.4454,1.9946,1.5726
6.1026,-4.4954,3.9346,-8.2874
3.3226,5.5146,17.6646,3.7526
7.7526,4.5246,20.2546,8.0826
-4.7374,2.9846,6.9146,-1.2774
2.4726,7.4946,30.8846,0.5126
5.2626,1.5046,-4.1854,1.4726
-6.3474,-4.8154,-17.9454,-4.2074
-4.3274,-4.5654,-12.6454,0.2226
4.6326,1.6246,21.6646,-1.3974
-2.4374,1.0546,-7.4454,-4.1174
7.1226,5.5146,13.5846,3.4926
-5.3474,-1.2654,-5.3254,-7.7074
-2.6074,-3.7054,-10.0654,-1.0274
-10.6174,-4.9854,-19.6854,7.0126
1.2826,1.9746,3.9946,8.3926
3.2626,17.8946,4.2346,-0.8374
-10.0774,-1.5654,-6.1754,3.3426
-7.2474,-3.7054,-1.8954,4.5726
7.9226,3.8746,8.1046,-7.9074
0.6326,8.4746,7.2346,-1.8374
-2.0674,1.3146,2.4746,-0.2474
-2.2374,0.9246,-0.0654,-3.4674
-6.5574,-1.2954,-3.3554,-3.8074
-9.3774,-13.9554,-9.1554,6.7426
2.2726,5.2546,7.0846,4.6026
7.3026,6.9846,5.3846,-10.4974
1.3526,6.2246,5.3546,-2.3274
-1.7074,4.3746,2.5346,-2.5174
-2.5674,-2.3854,-2.6854,-2.1974
3.9626,9.9646,8.2046,2.0226
-5.4574,4.9546,0.2446,-3.6774
-1.6474,0.1546,-0.2054,1.8526
-7.4874,-4.3254,-3.9354,3.7826
-8.4374,-13.0754,-13.0754,2.4326
0.2326,-0.3954,-0.1954,2.1426
-10.6174,-7.8254,-5.5054,3.4026
7.5726,0.0846,4.4746,-3.0374
5.6726,8.4646,4.5946,-1.9874
-6.0574,-1.6254,-1.0754,3.9026
-2.8774,0.6046,0.3946,6.1126
-2.1974,-1.6354,-1.6854,3.2026
0.7826,-0.2354,2.3546,-9.1674
7.9126,7.1046,6.6146,-0.1174
5.7326,9.6346,7.3246,4.9426
1.1126,6.4546,3.6346,-6.0574
2.0126,5.9946,8.8246,-2.2574
2.0026,4.0946,5.3846,2.0126
-1.5674,2.4346,2.5146,-3.1874
5.7426,9.0746,11.3146,15.0726
1.0126,3.2146,4.5446,1.5026
3.9626,4.7246,1.3446,6.2026
1.8126,6.2046,10.0346,1.2226
1.0526,1.7746,-0.3854,4.6426
-1.6374,1.7246,-1.7454,-3.1074
-2.1574,-3.0054,-7.3054,-6.4574
0.8226,-1.9254,0.2746,-0.9074
1.5326,3.1546,2.2746,-3.3074
-4.3674,-4.2454,-9.3354,-2.2674
-0.2174,-1.1454,-3.6454,-3.6374
1.3026,4.0646,6.8246,3.0926
1.1326,0.6646,0.0846,1.9126
4.2826,8.8546,9.0346,8.4826
3.1826,4.4946,5.5546,1.1226
-3.0074,-0.9054,-2.8554,-4.2274
1.6426,2.0946,4.0546,0.0526
-2.1674,-2.6454,-3.5454,-1.3274
-2.8074,-5.2454,-8.2754,-4.0274
3.4826,4.7546,7.1146,-1.6574
0.3926,4.0846,4.0646,2.9926
3.7526,8.4546,7.9546,0.0426
-1.3274,-0.7554,-0.2854,4.2926
0.3726,1.8546,2.1546,-1.5074
-2.1574,-4.8254,-5.3154,-5.1574
3.5126,4.1746,4.7946,3.9226
-0.3374,0.3046,0.2346,1.5626
2.9826,7.4946,12.3246,5.1326
-0.3674,-0.6154,-2.1754,-1.1074
1.4226,3.5846,5.0746,4.9626
0.6826,1.4246,0.4546,2.7826
-3.5474,-4.9554,-9.3654,-1.9074
-0.3574,-1.8154,-2.3754,-1.1474
-0.7874,-4.4454,-6.2554,-2.5374
2.0426,-0.6054,0.2946,-5.0674
1.8426,0.8546,0.1846,-1.9374
3.2326,4.8846,5.2646,0.9726
1.7226,1.2346,1.9946,2.9726
0.8626,2.6646,2.4346,2.9426
1.4326,2.5146,3.0846,2.2226
-1.9874,-1.0254,-1.3854,-2.7374
0.7026,-1.6054,1.7646,-1.6774
3.5226,2.7946,2.6746,4.1226
3.2426,2.5946,1.7246,5.0726
-1.9674,-1.8954,-1.1154,0.3926
-3.7374,-7.7754,-5.3254,-8.7074
0.9326,-4.8254,-1.1154,-16.8274
3.1326,0.7446,4.6646,11.0126
1.7126,-0.5154,4.2846,10.2326
-4.8974,-10.5454,-8.7854,-7.1374
-1.0074,-0.1454,1.2346,5.1126
-6.5574,-4.5554,-12.1054,1.9426
-3.3674,-1.3354,-1.3954,16.7426
-1.1674,-3.0454,-2.8354,-7.8974
4.3726,2.6346,5.6246,0.2226
1.6326,4.2446,6.3846,1.6626
-8.6774,-10.6054,-2.3554,9.0726
-1.0274,2.3546,-5.0954,-9.7974
1.2526,3.2346,-1.7654,-7.9074
-9.4974,-10.0654,-16.9354,-7.6074
-17.5574,-23.4154,-21.6154,6.8826
-8.2374,-15.5554,-11.5654,6.0326
1.3326,4.5846,1.6446,3.7326
-8.5274,-6.8554,-10.3954,0.0926
-10.4974,-16.5754,-11.4254,-1.2974
8.5626,13.5046,6.3046,-1.4474
9.7826,23.4146,4.8946,-3.5374
4.8026,9.3046,2.2846,-3.5274
0.0326,-0.4854,2.8646,-1.7874
7.3226,11.1646,6.0446,-0.7274
2.9326,4.8646,0.0346,4.3926
3.6826,9.5246,4.8346,2.7926
-2.9974,-5.1354,-9.0454,-5.0874
5.1526,1.2746,3.9646,3.7426
2.3526,5.2446,7.9946,2.4026
-3.7674,-1.3854,-2.4954,-6.3074
2.9926,4.5546,6.4646,2.0626
5.9126,6.5846,9.5346,5.9926
1.6026,6.4046,11.5146,3.3026
-8.2874,-9.9854,-10.7454,-18.6974
-5.9674,-10.1154,-11.4754,-3.4574
6.5326,5.3746,7.4746,-1.9474
-5.1674,-8.0954,-9.0554,3.0926
9.1426,9.1246,13.3446,8.3926
3.4826,5.0246,4.2546,10.5226
0.2026,1.2746,3.4946,-6.5174
6.4226,8.7946,6.7246,13.4826
1.5926,0.0446,0.7746,1.0426
3.0926,2.7046,4.9346,5.9326
0.0626,-1.6654,2.3846,0.7526
2.4926,0.3646,0.4346,5.2226
-1.6774,-2.2554,-3.1054,-8.6774
-2.1574,-1.9754,-2.1454,-6.3174
-2.7574,-1.5254,-4.0154,2.3626
-6.3874,-11.6154,-11.3954,-0.7074
-7.9974,-12.5354,-15.6754,-13.0374
10.9426,9.9446,15.4446,-1.2674
-0.6874,-2.2854,-1.4154,4.8226
0.3326,0.5646,-0.7654,0.4226
4.6426,9.3846,5.8646,-2.7074
4.0126,2.5146,3.5846,-2.6374
2.7026,1.6246,3.4046,0.6726
-1.2574,-1.9454,0.0246,1.8326
-6.5874,-8.9854,-6.0154,-3.5474
3.4826,2.3946,3.5046,-3.9974
0.3826,-2.4154,-0.2654,5.3426
2.1526,0.7846,3.2546,-1.2574
2.3326,2.5746,2.9646,-5.5074
-2.1574,1.6946,-0.6954,-5.4374
0.3826,0.8946,-0.1154,-0.4774
0.7826,1.8246,0.7846,-3.6974
5.1626,9.1146,8.4446,5.8826
0.8826,1.4646,0.6546,-2.2674
3.6226,4.0646,7.0446,1.6726
1.1426,-0.3154,0.8346,0.9026
2.3926,4.5446,3.6346,-1.3474
-1.6074,-0.3254,-1.2654,-0.7674
5.2426,6.3646,8.2346,3.1926
-3.1174,-2.3254,-3.0454,-5.7274
3.3626,6.1746,6.8746,0.6126
3.7726,3.7946,1.8646,4.1926
2.7226,4.3746,4.1646,7.5526
2.4026,1.6146,2.8246,4.8226
-3.7274,-2.1254,0.0646,-3.6774
4.2426,4.9046,5.4146,0.7526
0.0226,0.4046,-3.0354,-1.2274
-0.5974,-2.8654,-7.8654,0.2426
1.6526,-0.6854,-1.1754,0.4726
2.2026,2.1846,4.8946,1.7226
-2.4474,-4.0854,-6.1554,-1.2674
3.8326,2.5846,5.2846,2.8226
-2.3774,-6.1254,-5.0954,1.3126
2.1126,2.6246,1.0946,0.7826
2.1426,-0.3354,0.6246,3.5026
-0.4674,-0.2454,0.7746,2.8726
-3.5174,-3.0954,-1.7454,2.8026
5.7326,5.0746,4.9046,-0.5874
-1.5274,0.2946,1.1146,1.2426
0.1826,1.2446,-4.4554,-4.2374
0.9526,-0.1254,4.5846,0.8926
-1.9374,-0.6754,0.4246,-2.6174
1.1326,-5.7254,0.1246,3.5926
-6.4474,-3.9354,-7.8354,-3.3474
-3.4774,-7.9554,-7.1054,0.3426
7.3426,5.6346,4.0146,-0.9674
0.1526,-1.6154,2.9346,1.2126
-2.5674,-6.3754,-4.9354,-0.9374
-6.1674,-11.2354,-11.9654,-0.1074
-0.4674,-1.1554,-1.9454,0.2826
6.5726,10.6646,3.9946,-4.6274
0.5226,6.7046,1.1846,-2.1674
1.3826,-3.0254,0.9246,0.4426
-0.4374,0.6246,0.8946,4.5726
3.5626,8.6746,4.3046,-0.1774
0.1126,1.1446,-0.9054,-1.7474
-0.1374,0.6446,1.2146,0.3226
-2.4074,-4.0554,-7.6754,-2.1674
4.4626,11.3946,10.6146,-1.8574
1.4426,3.9046,0.2246,-1.3674
1.5726,0.0946,1.9646,0.8926
3.2026,-1.0754,-0.7454,1.3826
-0.2074,-1.9254,-1.0154,-2.9174
0.7326,0.2146,-0.6654,-0.5474
0.7126,-3.0354,-1.8854,-1.2274
0.4326,3.0646,2.1046,-1.3774
1.5326,0.6846,0.9646,-0.9674
-0.1574,-3.1454,-0.3854,1.3226
2.1926,5.1646,5.8746,-1.9374
1.9326,0.0746,0.6846,1.2126
2.7926,2.8846,2.6346,1.2826
0.7426,0.9046,1.4946,2.5726
5.2826,0.8746,3.8346,7.6226
-3.9474,-3.9454,-3.9654,-6.8074
-2.6374,0.3146,-0.3654,-2.2774
0.0226,-1.1054,0.2346,-0.9774
2.3826,3.8346,8.5146,-2.9574
0.2126,1.0146,0.3546,-1.3674
2.9426,0.1946,-0.0054,-0.1674
3.1926,1.4146,8.0046,4.7726
